LegalDescription,TownshipRange,Township,Range,Section,County,Created,Modified,Modified By,TownshipRange,DocumentName,ID
"<font color=""%23000000"">CONTINENTAL RESOURCES, INC MULTIUNIT HORIZONTAL WELL SECTIONS 35 AND 26, TOWNSHIP 14 NORTH, RANGE 12 WEST, BLAINE</font>","T14N-R12W","T14N","R12W","<font color=""%23000000"">CONTINENTAL RESOURCES</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T14N-R12W","occ5240544.pdf","627"
"<font color=""%23000000"">CONTINENTAL RESOURCES, INC MULTIUNIT HORIZONTAL WELL SECTIONS 35 AND 26, TOWNSHIP 14 NORTH, RANGE 12 WEST, BLAINE</font>","T14N-R12W","T14N","R12W","<font color=""%23000000"">CONTINENTAL RESOURCES</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T14N-R12W","occ5240545.pdf","628"
"<font color=""%23000000"">CONTINENTAL RESOURCES, INC MULTIUNIT HORIZONTAL WELL SECTIONS 35 AND 26, TOWNSHIP 14 NORTH, RANGE 12 WEST, BLAINE</font>","T14N-R12W","T14N","R12W","<font color=""%23000000"">CONTINENTAL RESOURCES</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T14N-R12W","occ5240546.pdf","629"
"<font color=""%23000000"">CONTINENTAL RESOURCES, INC MULTIUNIT HORIZONTAL WELL SECTIONS 35 AND 26, TOWNSHIP 14 NORTH, RANGE 12 WEST, BLAINE</font>","T14N-R12W","T14N","R12W","<font color=""%23000000"">CONTINENTAL RESOURCES</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T14N-R12W","occ5240547.pdf","630"
"<font color=""%23000000"">CONTINENTAL RESOURCES, INC MULTIUNIT HORIZONTAL WELL SECTIONS 35 AND 26, TOWNSHIP 14 NORTH, RANGE 12 WEST, BLAINE</font>","T14N-R12W","T14N","R12W","<font color=""%23000000"">CONTINENTAL RESOURCES</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T14N-R12W","occ5240548.pdf","631"
"<font color=""%23000000"">CONTINENTAL RESOURCES, INC MULTIUNIT HORIZONTAL WELL SECTIONS 35 AND 26, TOWNSHIP 14 NORTH, RANGE 12 WEST, BLAINE</font>","T14N-R12W","T14N","R12W","<font color=""%23000000"">CONTINENTAL RESOURCES</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T14N-R12W","occ5240552.pdf","632"
"<font color=""%23000000"">CONTINENTAL RESOURCES, INC MULTIUNIT HORIZONTAL WELL SECTIONS 35 AND 26, TOWNSHIP 14 NORTH, RANGE 12 WEST, BLAINE</font>","T14N-R12W","T14N","R12W","<font color=""%23000000"">CONTINENTAL RESOURCES</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T14N-R12W","occ5240553.pdf","633"
"<font color=""%23000000"">CONTINENTAL RESOURCES, INC MULTIUNIT HORIZONTAL WELL SECTIONS 35 AND 26, TOWNSHIP 14 NORTH, RANGE 12 WEST, BLAINE</font>","T14N-R12W","T14N","R12W","<font color=""%23000000"">CONTINENTAL RESOURCES</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T14N-R12W","occ5240599.pdf","634"
"<font color=""%23000000"">CONTINENTAL RESOURCES, INC MULTIUNIT HORIZONTAL WELL SECTIONS 35 AND 26, TOWNSHIP 14 NORTH, RANGE 12 WEST, BLAINE</font>","T14N-R12W","T14N","R12W","<font color=""%23000000"">CONTINENTAL RESOURCES</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T14N-R12W","occ5240600.pdf","635"
"<font color=""%23000000"">CONTINENTAL RESOURCES, INC MULTIUNIT HORIZONTAL WELL SECTIONS 35 AND 26, TOWNSHIP 14 NORTH, RANGE 12 WEST, BLAINE</font>","T14N-R12W","T14N","R12W","<font color=""%23000000"">CONTINENTAL RESOURCES</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T14N-R12W","occ5240648.pdf","636"
"<font color=""%23000000"">CONTINENTAL RESOURCES, INC. FORCE POOLING SECTION 35, TOWNSHIP 14 NORTH, RANGE 12 WEST, BLAINE</font>","T14N-R12W","T14N","R12W","<font color=""%23000000"">CONTINENTAL RESOURCES</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T14N-R12W","occ5242135.pdf","637"
"<font color=""%23000000"">ALL OF SECTION 22, TOWNSHIP 14 NORTH, RANGE 12 WEST, BLAINE</font>","T14N-R12W","T14N","R12W","<font color=""%23000000"">ALL OF SECTION 22</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T14N-R12W","occ5257420.pdf","638"
"<font color=""%23000000"">ALL OF SECTION 22, TOWNSHIP 14 NORTH, RANGE 12 WEST, BLAINE</font>","T14N-R12W","T14N","R12W","<font color=""%23000000"">ALL OF SECTION 22</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T14N-R12W","occ5257421.pdf","639"
"<font color=""%23000000"">ALL OF SECTION 22, TOWNSHIP 14 NORTH, RANGE 12 WEST, BLAINE</font>","T14N-R12W","T14N","R12W","<font color=""%23000000"">ALL OF SECTION 22</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T14N-R12W","occ5257422.pdf","640"
"<font color=""%23000000"">CONTINENTAL RESOURCES, INC. MULTIUNIT HORIZONTAL WELL SECTION 34, TOWNSHIP 15 NORTH, RANGE 12 WEST AND SECTION 3 TOWNSHIP 14 NORTH, RANGE 12 WEST, BLAINE</font>","T14N-R12W","T14N","R12W","<font color=""%23000000"">CONTINENTAL RESOURCES</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T14N-R12W","occ5257980.pdf","641"
"<font color=""%23000000"">OF THE STATE OF OKLAHOMA CONTINENTAL RESOURCES, INC. LOCATION EXCEPTION SECTION 34, TOWNSHIP 15 NORTH, RANGE 12 WEST AND SECTION 3, TOWNSHIP 14 NORTH, RANGE 12 WEST, BLAINE</font>","T14N-R12W","T14N","R12W","<font color=""%23000000"">OF THE STATE OF OKLAHOMA </font><br><br><font color=""%23000000"">CONTINENTAL RESOURCES</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T14N-R12W","occ5257981.pdf","642"
"<font color=""%23000000"">CONTINENTAL RESOURCES, INC. POOLING SECTION 15, TOWNSHIP 14 NORTH, RANGE 12 WEST, BLAINE</font>","T14N-R12W","T14N","R12W","<font color=""%23000000"">CONTINENTAL RESOURCES</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T14N-R12W","occ5262371.pdf","643"
"<font color=""%23000000"">CONTINENTAL RESOURCES, INC. POOLING SECTION 15, TOWNSHIP 14 NORTH, RANGE 12 WEST, BLAINE</font>","T14N-R12W","T14N","R12W","<font color=""%23000000"">CONTINENTAL RESOURCES</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T14N-R12W","occ5262374.pdf","644"
"<font color=""%23000000"">CONTINENTAL RESOURCES, INC. POOLING SECTION 15, TOWNSHIP 14 NORTH, RANGE 12 WEST, BLAINE</font>","T14N-R12W","T14N","R12W","<font color=""%23000000"">CONTINENTAL RESOURCES</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T14N-R12W","occ5262375.pdf","645"
"<font color=""%23000000"">CONTINENTAL RESOURCES, INC. POOLING SECTION 15, TOWNSHIP 14 NORTH, RANGE 12 WEST, BLAINE</font>","T14N-R12W","T14N","R12W","<font color=""%23000000"">CONTINENTAL RESOURCES</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T14N-R12W","occ5262685.pdf","646"
"<font color=""%23000000"">CONTINENTAL RESOURCES, INC. POOLING SECTION 15, TOWNSHIP 14 NORTH, RANGE 12 WEST, BLAINE</font>","T14N-R12W","T14N","R12W","<font color=""%23000000"">CONTINENTAL RESOURCES</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T14N-R12W","occ5262686.pdf","647"
"<font color=""%23000000"">CONTINENTAL RESOURCES, INC. POOLING SECTION 15, TOWNSHIP 14 NORTH, RANGE 12 WEST, BLAINE</font>","T14N-R12W","T14N","R12W","<font color=""%23000000"">CONTINENTAL RESOURCES</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T14N-R12W","occ5262687.pdf","648"
"<font color=""%23000000"">CONTINENTAL RESOURCES, INC. POOLING SECTION 15, TOWNSHIP 14 NORTH, RANGE 12 WEST, BLAINE</font>","T14N-R12W","T14N","R12W","<font color=""%23000000"">CONTINENTAL RESOURCES</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T14N-R12W","occ5262688.pdf","649"
"<font color=""%23000000"">LANDS COVERED&%2358; SECTIONS 14 AND 11, TOWNSHIP 14 NORTH, RANGE 12 WEST, BLAINE</font>","T14N-R12W","T14N","R12W","<font color=""%23000000"">SECTIONS 14 AND 11</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T14N-R12W","occ5271339.pdf","650"
"<font color=""%23000000"">LANDS COVERED&%2358; SECTIONS 14 AND 11, TOWNSHIP 14 NORTH, RANGE 12 WEST, BLAINE</font>","T14N-R12W","T14N","R12W","<font color=""%23000000"">SECTIONS 14 AND 11</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T14N-R12W","occ5271343.pdf","651"
"<font color=""%23000000"">LANDS COVERED&%2358; SECTION 14, TOWNSHIP 14 NORTH, RANGE 12 WEST, BLAINE</font>","T14N-R12W","T14N","R12W","<font color=""%23000000"">SECTION 14</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T14N-R12W","occ5271345.pdf","652"
"<font color=""%23000000"">LANDS COVERED&%2358; SECTIONS 23 AND 14, TOWNSHIP 14 NORTH, RANGE 12 WEST, BLAINE</font>","T14N-R12W","T14N","R12W","<font color=""%23000000"">SECTIONS 23 AND 14</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T14N-R12W","occ5271348.pdf","653"
"<font color=""%23000000"">LANDS COVERED&%2358; SECTIONS 23 AND 14, TOWNSHIP 14 NORTH, RANGE 12 WEST, BLAINE</font>","T14N-R12W","T14N","R12W","<font color=""%23000000"">SECTIONS 23 AND 14</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T14N-R12W","occ5271972.pdf","654"
"<font color=""%23000000"">LANDS COVERED&%2358; SECTIONS 23 AND 14, TOWNSHIP 14 NORTH, RANGE 12 WEST, BLAINE</font>","T14N-R12W","T14N","R12W","<font color=""%23000000"">SECTIONS 23 AND 14</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T14N-R12W","occ5271974.pdf","655"
"<font color=""%23000000"">LANDS COVERED&%2358; SECTIONS 23 AND 14, TOWNSHIP 14 NORTH, RANGE 12 WEST, BLAINE</font>","T14N-R12W","T14N","R12W","<font color=""%23000000"">SECTIONS 23 AND 14</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T14N-R12W","occ5271976.pdf","656"
"<font color=""%23000000"">LANDS COVERED&%2358; SECTIONS 23 AND 14, TOWNSHIP 14 NORTH, RANGE 12 WEST, BLAINE</font>","T14N-R12W","T14N","R12W","<font color=""%23000000"">SECTIONS 23 AND 14</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T14N-R12W","occ5272106.pdf","657"
"<font color=""%23000000"">LANDS COVERED&%2358; SECTION 34, TOWNSHIP 14 NORTH, RANGE 12 WEST, BLAINE</font>","T14N-R12W","T14N","R12W","<font color=""%23000000"">SECTION 34</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T14N-R12W","occ5279684.pdf","658"
"<font color=""%23000000"">LANDS COVERED&%2358; SECTION 34, TOWNSHIP 14 NORTH, RANGE 12 WEST, BLAINE</font>","T14N-R12W","T14N","R12W","<font color=""%23000000"">SECTION 34</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T14N-R12W","occ5279686.pdf","659"
"<font color=""%23000000"">LANDS COVERED&%2358; SECTION 34, TOWNSHIP 14 NORTH, RANGE 12 WEST, BLAINE</font>","T14N-R12W","T14N","R12W","<font color=""%23000000"">SECTION 34</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T14N-R12W","occ5279688.pdf","660"
"<font color=""%23000000"">LANDS COVERED&%2358; SECTION 8, TOWNSHIP 14 NORTH, RANGE 12 WEST, BLAINE</font>","T14N-R12W","T14N","R12W","<font color=""%23000000"">SECTION 8</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T14N-R12W","occ5279690.pdf","661"
"<font color=""%23000000"">LANDS COVERED&%2358; SECTION 5, TOWNSHIP 14 NORTH, RANGE 12 WEST, BLAINE</font>","T14N-R12W","T14N","R12W","<font color=""%23000000"">SECTION 5</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T14N-R12W","occ5279695.pdf","662"
"<font color=""%23000000"">LANDS COVERED&%2358; SECTIONS 8 AND 5, TOWNSHIP 14 NORTH, RANGE 12 WEST, BLAINE</font>","T14N-R12W","T14N","R12W","<font color=""%23000000"">SECTIONS 8 AND 5</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T14N-R12W","occ5279698.pdf","663"
"<font color=""%23000000"">LANDS COVERED&%2358; SECTIONS 8 AND 5, TOWNSHIP 14 NORTH, RANGE 12 WEST, BLAINE</font>","T14N-R12W","T14N","R12W","<font color=""%23000000"">SECTIONS 8 AND 5</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T14N-R12W","occ5279700.pdf","664"
"<font color=""%23000000"">LANDS COVERED&%2358; SECTIONS 8 AND 5, TOWNSHIP 14 NORTH, RANGE 12 WEST, BLAINE</font>","T14N-R12W","T14N","R12W","<font color=""%23000000"">SECTIONS 8 AND 5</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T14N-R12W","occ5279702.pdf","665"
"<font color=""%23000000"">LANDS COVERED&%2358; SECTIONS 8 AND 5, TOWNSHIP 14 NORTH, RANGE 12 WEST, BLAINE</font>","T14N-R12W","T14N","R12W","<font color=""%23000000"">SECTIONS 8 AND 5</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T14N-R12W","occ5279704.pdf","666"
"<font color=""%23000000"">LANDS COVERED&%2358; SECTIONS 8 AND 5, TOWNSHIP 14 NORTH, RANGE 12 WEST, BLAINE</font>","T14N-R12W","T14N","R12W","<font color=""%23000000"">SECTIONS 8 AND 5</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T14N-R12W","occ5279706.pdf","667"
"<font color=""%23000000"">LANDS COVERED&%2358; SECTIONS 8 AND 5, TOWNSHIP 14 NORTH, RANGE 12 WEST, BLAINE</font>","T14N-R12W","T14N","R12W","<font color=""%23000000"">SECTIONS 8 AND 5</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T14N-R12W","occ5279708.pdf","668"
"<font color=""%23000000"">LANDS COVERED&%2358; SECTIONS 8 AND 5, TOWNSHIP 14 NORTH, RANGE 12 WEST, BLAINE</font>","T14N-R12W","T14N","R12W","<font color=""%23000000"">SECTIONS 8 AND 5</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T14N-R12W","occ5279710.pdf","669"
"<font color=""%23000000"">LANDS COVERED&%2358; SECTIONS 8 AND 5, TOWNSHIP 14 NORTH, RANGE 12 WEST, BLAINE</font>","T14N-R12W","T14N","R12W","<font color=""%23000000"">SECTIONS 8 AND 5</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T14N-R12W","occ5279712.pdf","670"
"<font color=""%23000000"">LANDS COVERED&%2358; SECTIONS 8 AND 5, TOWNSHIP 14 NORTH, RANGE 12 WEST, BLAINE</font>","T14N-R12W","T14N","R12W","<font color=""%23000000"">SECTIONS 8 AND 5</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T14N-R12W","occ5279714.pdf","671"
"<font color=""%23000000"">LANDS COVERED&%2358; SECTIONS 8 AND 5, TOWNSHIP 14 NORTH, RANGE 12 WEST, BLAINE</font>","T14N-R12W","T14N","R12W","<font color=""%23000000"">SECTIONS 8 AND 5</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T14N-R12W","occ5279716.pdf","672"
"<font color=""%23000000"">LANDS COVERED&%2358; SECTION 8, TOWNSHIP 14 NORTH, RANGE 12 WEST, BLAINE</font>","T14N-R12W","T14N","R12W","<font color=""%23000000"">SECTION 8</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T14N-R12W","occ5279718.pdf","673"
"<font color=""%23000000"">LANDS COVERED&%2358; SECTION 5, TOWNSHIP 14 NORTH, RANGE 12 WEST, BLAINE</font>","T14N-R12W","T14N","R12W","<font color=""%23000000"">SECTION 5</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T14N-R12W","occ5279719.pdf","674"
"<font color=""%23000000"">SECTIONS 26 AND 35, TOWNSHIP 15 NORTH, RANGE 12 WEST, BLAINE</font>","T15N-R12W","T15N","R12W","<font color=""%23000000"">SECTIONS 26 AND 35</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T15N-R12W","030A18FE.pdf","675"
"<font color=""%23000000"">SECTIONS 26 AND 35, TOWNSHIP 15 NORTH, RANGE 12 WEST, BLAINE</font>","T15N-R12W","T15N","R12W","<font color=""%23000000"">SECTIONS 26 AND 35</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T15N-R12W","030A18FF.pdf","676"
"<font color=""%23000000"">SECTION 35, TOWNSHIP 15 NORTH, RANGE 12 WEST, BLAINE</font>","T15N-R12W","T15N","R12W","<font color=""%23000000"">SECTION 35</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T15N-R12W","030A2EE3.pdf","677"
"<font color=""%23000000"">CONTINENTAL RESOURCES, INC LOCATION EXCEPTION SECTION 3, TOWNSHIP 15 NORTH RANGE 12 WEST, BLAINE</font>","T15N-R12W","T15N","R12W","<font color=""%23000000"">CONTINENTAL RESOURCES</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T15N-R12W","occ5206057.pdf","678"
"<font color=""%23000000"">SECTION 26, TOWNSHIP 15 NORTH, RANGE 12 WEST, BLAINE</font>","T15N-R12W","T15N","R12W","<font color=""%23000000"">SECTION 26</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T15N-R12W","030A53BE.pdf","679"
"<font color=""%23000000"">OF THE STATE OF OKLAHOMA CONTINENTAL RESOURCES, INC. MULTIUNIT HORIZONTAL WELL SECTIONS 20 AND 17, TOWNSHIP 15 NORTH, RANGE 12 WEST, BLAINE</font>","T15N-R12W","T15N","R12W","<font color=""%23000000"">OF THE STATE OF OKLAHOMA </font><br><br><font color=""%23000000"">CONTINENTAL RESOURCES</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T15N-R12W","occ5241347.pdf","680"
"<font color=""%23000000"">CONTINENTAL RESOURCES, INC. LOCATION EXCEPTION SECTIONS 20 AND 17, TOWNSHIP 15 NORTH, RANGE 12 WEST, BLAINE</font>","T15N-R12W","T15N","R12W","<font color=""%23000000"">CONTINENTAL RESOURCES</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T15N-R12W","occ5241377.pdf","681"
"<font color=""%23000000"">SECTION 34, TOWNSHIP 15 NORTH, RANGE 12 WEST, BLAINE</font>","T15N-R12W","T15N","R12W","<font color=""%23000000"">SECTION 34</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T15N-R12W","occ5257982.pdf","682"
"<font color=""%23000000"">SECTIONS 34 AND 27, 	 TOWNSHIP 15 NORTH, 	 RANGE 12 WEST, 	 BLAINE</font>","T15N-R12W","T15N","R12W","<font color=""%23000000"">SECTIONS 34 AND 27</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T15N-R12W","occ5257983.pdf","683"
"<font color=""%23000000"">LEGAL DESCRIPTION LOCATION EXCEPTION SECTIONS 34 AND 27, TOWNSHIP 15 NORTH, RANGE 12 WEST, BLAINE</font>","T15N-R12W","T15N","R12W","<font color=""%23000000"">LEGAL DESCRIPTION </font><br><br><font color=""%23000000"">LOCATION EXCEPTION </font><br><br><font color=""%23000000"">SECTIONS 34 AND 27</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T15N-R12W","occ5257984.pdf","684"
"<font color=""%23000000"">LANDS COVERED&%2358; SECTION 16, TOWNSHIP 15 NORTH, RANGE 12 WEST, BLAINE</font>","T15N-R12W","T15N","R12W","<font color=""%23000000"">SECTION 16</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T15N-R12W","occ5263049.pdf","685"
"<font color=""%23000000"">LANDS COVERED&%2358; SECTION 18, TOWNSHIP 15 NORTH, RANGE 12 WEST, BLAINE</font>","T15N-R12W","T15N","R12W","<font color=""%23000000"">SECTION 18</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T15N-R12W","occ5263401.pdf","686"
"<font color=""%23000000"">SECTION 4, TOWNSHIP 15 NORTH, RANGE 12 WEST AND SECTION 33, TOWNSHIP 16 NORTH, RANGE 12 WEST, BLAINE</font>","T15N-R12W","T15N","R12W","<font color=""%23000000"">SECTION 4</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T15N-R12W","030BA4B7.pdf","687"
"<font color=""%23000000"">SECTION 4, TOWNSHIP 15 NORTH, RANGE 12 WEST AND SECTION 33, TOWNSHIP 16 NORTH, RANGE 12 WEST, BLAINE</font>","T15N-R12W","T15N","R12W","<font color=""%23000000"">SECTION 4</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T15N-R12W","030BA4B8.pdf","688"
"<font color=""%23000000"">SECTION 4, TOWNSHIP 15 NORTH, RANGE 12 WEST AND SECTION 33, TOWNSHIP 16 NORTH, RANGE 12 WEST, BLAINE</font>","T15N-R12W","T15N","R12W","<font color=""%23000000"">SECTION 4</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T15N-R12W","030BA4B9.pdf","689"
"<font color=""%23000000"">SECTION 4, TOWNSHIP 15 NORTH, RANGE 12 WEST AND SECTION 33, TOWNSHIP 16 NORTH, RANGE 12 WEST, BLAINE</font>","T15N-R12W","T15N","R12W","<font color=""%23000000"">SECTION 4</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T15N-R12W","030BA4BA.pdf","690"
"<font color=""%23000000"">SECTION 4, TOWNSHIP 15 NORTH, RANGE 12 WEST AND SECTION 33, TOWNSHIP 16 NORTH, RANGE 12 WEST, BLAINE</font>","T15N-R12W","T15N","R12W","<font color=""%23000000"">SECTION 4</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T15N-R12W","030BA4BB.pdf","691"
"<font color=""%23000000"">SECTION 4, TOWNSHIP 15 NORTH, RANGE 12 WEST AND SECTION 33, TOWNSHIP 16 NORTH, RANGE 12 WEST, BLAINE</font>","T15N-R12W","T15N","R12W","<font color=""%23000000"">SECTION 4</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T15N-R12W","030BA4BC.pdf","692"
"<font color=""%23000000"">SECTION 4, TOWNSHIP 15 NORTH, RANGE 12 WEST AND SECTION 33, TOWNSHIP 16 NORTH, RANGE 12 WEST, BLAINE</font>","T15N-R12W","T15N","R12W","<font color=""%23000000"">SECTION 4</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T15N-R12W","030BA4BD.pdf","693"
"<font color=""%23000000"">SECTION 4, TOWNSHIP 15 NORTH, RANGE 12 WEST AND SECTION 33, TOWNSHIP 16 NORTH, RANGE 12 WEST, BLAINE</font>","T15N-R12W","T15N","R12W","<font color=""%23000000"">SECTION 4</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T15N-R12W","030BA4BE.pdf","694"
"<font color=""%23000000"">SECTIONS 2 AND 11, TOWNSHIP 15 NORTH, RANGE 12 WEST, BLAINE</font>","T15N-R12W","T15N","R12W","<font color=""%23000000"">SECTIONS 2 AND 11</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T15N-R12W","030BC6FD.pdf","695"
"<font color=""%23000000"">SECTIONS 2 AND 11, TOWNSHIP 15 NORTH, RANGE 12 WEST, BLAINE</font>","T15N-R12W","T15N","R12W","<font color=""%23000000"">SECTIONS 2 AND 11</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T15N-R12W","030BC6FE.pdf","696"
"<font color=""%23000000"">SECTIONS 2 AND 11, TOWNSHIP 15 NORTH, RANGE 12 WEST, BLAINE</font>","T15N-R12W","T15N","R12W","<font color=""%23000000"">SECTIONS 2 AND 11</font>","BLAINE","05/17/2016 02:47 PM","05/17/2016 02:47 PM","Lance Mason","T15N-R12W","030BC6FF.pdf","697"
